ID;name;region;material;pricePerUnit;currency_code;leadTime;rating;category;contactEmail;contactPhone;address;isActive
10636;Miller and Sons;EU;Forklifts;7326.44;USD;11;3.15;logistics;contact@millerandsons.com;+1-555-000-0000;EU Office;true
10637;Edwards and Sons;EU;Forklifts;17039.27;USD;14;4.55;logistics;contact@edwardsandsons.com;+1-555-000-0000;EU Office;true
10638;Reed, Aguilar and Bender;APAC;Conveyor Belts;10569.96;USD;17;3.55;logistics;contact@reedaguilarandbender.com;+1-555-000-0000;APAC Office;true
10639;Wong Ltd;MEA;Shipping Containers;17851.15;USD;26;3.15;logistics;contact@wongltd.com;+1-555-000-0000;MEA Office;true
10640;Jones, Stewart and Brewer;NA;Pallet Jacks;12544.83;USD;26;4.75;logistics;contact@jonesstewartandbrewer.com;+1-555-000-0000;NA Office;true
10641;Smith PLC;NA;Forklifts;2984.57;USD;14;3.85;logistics;contact@smithplc.com;+1-555-000-0000;NA Office;true
10642;Gordon Group;LATAM;Forklifts;18293.6;USD;23;2.75;logistics;contact@gordongroup.com;+1-555-000-0000;LATAM Office;true
10643;Chapman-Schultz;MEA;Conveyor Belts;16110.09;USD;25;4.15;logistics;contact@chapmanschultz.com;+1-555-000-0000;MEA Office;true
10644;Chavez Group;APAC;Pallet Jacks;18159.26;USD;14;3.55;logistics;contact@chavezgroup.com;+1-555-000-0000;APAC Office;true
10645;Boyle-Nixon;NA;Forklifts;1845.86;USD;31;4.15;logistics;contact@boylenixon.com;+1-555-000-0000;NA Office;true
10646;Brooks and Sons;APAC;Shipping Containers;18157.38;USD;8;2.85;logistics;contact@brooksandsons.com;+1-555-000-0000;APAC Office;true
10647;Richard-Woods;APAC;Pallet Jacks;15667.26;USD;16;4.75;logistics;contact@richardwoods.com;+1-555-000-0000;APAC Office;true
10648;Davis Group;LATAM;Shipping Containers;12211.69;USD;31;4.75;logistics;contact@davisgroup.com;+1-555-000-0000;LATAM Office;true
10649;Kline, Wilson and Bishop;MEA;Forklifts;13943.35;USD;13;3.55;logistics;contact@klinewilsonandbishop.com;+1-555-000-0000;MEA Office;true
10650;Jones, Trevino and Jones;EU;Pallet Jacks;8669.89;USD;20;3.85;logistics;contact@jonestrevinoandjones.com;+1-555-000-0000;EU Office;true
10651;Cochran-Valencia;NA;Conveyor Belts;19659.15;USD;11;4.55;logistics;contact@cochranvalencia.com;+1-555-000-0000;NA Office;true
10652;Hall LLC;APAC;Barcode Scanners;11968.48;USD;18;4.85;logistics;contact@hallllc.com;+1-555-000-0000;APAC Office;true
10653;Herrera PLC;EU;Pallet Jacks;13781.65;USD;17;4.45;logistics;contact@herreraplc.com;+1-555-000-0000;EU Office;true
10654;Strickland and Sons;NA;Barcode Scanners;4056.4;USD;30;4.85;logistics;contact@stricklandandsons.com;+1-555-000-0000;NA Office;true
10655;Johnson Group;MEA;Shipping Containers;12407.45;USD;7;4.75;logistics;contact@johnsongroup.com;+1-555-000-0000;MEA Office;true
10656;Reese LLC;APAC;Shipping Containers;17594.63;USD;40;4.15;logistics;contact@reesellc.com;+1-555-000-0000;APAC Office;true
10657;Pratt, Walker and Russell;MEA;Pallet Jacks;8523.6;USD;25;2.85;logistics;contact@prattwalkerandrussell.com;+1-555-000-0000;MEA Office;true
10658;Pennington-Ingram;EU;Conveyor Belts;16847.41;USD;38;4.25;logistics;contact@penningtoningram.com;+1-555-000-0000;EU Office;true
10659;Mitchell-Roth;APAC;Barcode Scanners;2449.73;USD;13;4.45;logistics;contact@mitchellroth.com;+1-555-000-0000;APAC Office;true
10660;Griffith, Reilly and Williams;LATAM;Forklifts;1558.35;USD;17;4.25;logistics;contact@griffithreillyandwilliams.com;+1-555-000-0000;LATAM Office;true
10661;Roberts, Avery and Braun;MEA;Forklifts;15095.26;USD;6;4.35;logistics;contact@robertsaveryandbraun.com;+1-555-000-0000;MEA Office;true
10662;Sullivan Group;EU;Pallet Jacks;4407.88;USD;33;2.65;logistics;contact@sullivangroup.com;+1-555-000-0000;EU Office;true
10663;Watson and Sons;APAC;Pallet Jacks;14543.5;USD;18;4.95;logistics;contact@watsonandsons.com;+1-555-000-0000;APAC Office;true
10664;Hopkins, Taylor and Daniel;EU;Forklifts;14498.32;USD;18;3.35;logistics;contact@hopkinstayloranddaniel.com;+1-555-000-0000;EU Office;true
10665;Yates LLC;APAC;Forklifts;17736.48;USD;28;3.95;logistics;contact@yatesllc.com;+1-555-000-0000;APAC Office;true
10666;Collins Inc;LATAM;Forklifts;18794.24;USD;32;4.45;logistics;contact@collinsinc.com;+1-555-000-0000;LATAM Office;true
10667;Garcia, Collier and Baxter;NA;Barcode Scanners;14430.34;USD;26;4.05;logistics;contact@garciacollierandbaxter.com;+1-555-000-0000;NA Office;true
10668;Baker, Curtis and Page;APAC;Shipping Containers;15925.95;USD;19;3.35;logistics;contact@bakercurtisandpage.com;+1-555-000-0000;APAC Office;true
10669;Fischer-Bullock;EU;Shipping Containers;9341.09;USD;10;4.85;logistics;contact@fischerbullock.com;+1-555-000-0000;EU Office;true
10670;Castro-Lopez;NA;Pallet Jacks;17718.3;USD;14;3.95;logistics;contact@castrolopez.com;+1-555-000-0000;NA Office;true
10671;Ramos, Perez and Brown;EU;Shipping Containers;9566.99;USD;30;4.75;logistics;contact@ramosperezandbrown.com;+1-555-000-0000;EU Office;true
10672;Webb-Wilson;MEA;Barcode Scanners;17399.31;USD;25;2.95;logistics;contact@webbwilson.com;+1-555-000-0000;MEA Office;true
10673;Stone-Gutierrez;EU;Shipping Containers;2574.58;USD;6;2.95;logistics;contact@stonegutierrez.com;+1-555-000-0000;EU Office;true
10674;Turner Inc;APAC;Barcode Scanners;2124.18;USD;19;5.05;logistics;contact@turnerinc.com;+1-555-000-0000;APAC Office;true
10675;Brooks, Gonzalez and Rodriguez;MEA;Barcode Scanners;9903.11;USD;30;2.65;logistics;contact@brooksgonzalezandrodriguez.com;+1-555-000-0000;MEA Office;true
10676;Price and Sons;LATAM;Conveyor Belts;3071.58;USD;30;4.95;logistics;contact@priceandsons.com;+1-555-000-0000;LATAM Office;true
10677;Norton-Anderson;LATAM;Shipping Containers;10537.17;USD;18;3.05;logistics;contact@nortonanderson.com;+1-555-000-0000;LATAM Office;true
10678;Taylor-Barnes;APAC;Shipping Containers;17177.66;USD;14;4.65;logistics;contact@taylorbarnes.com;+1-555-000-0000;APAC Office;true
10679;Brown, Buchanan and Nguyen;MEA;Conveyor Belts;8589.04;USD;23;3.15;logistics;contact@brownbuchananandnguyen.com;+1-555-000-0000;MEA Office;true
10680;Espinoza, Garcia and Morgan;NA;Shipping Containers;11730.25;USD;28;4.15;logistics;contact@espinozagarciaandmorgan.com;+1-555-000-0000;NA Office;true
10681;Ryan LLC;LATAM;Shipping Containers;3643.81;USD;22;3.75;logistics;contact@ryanllc.com;+1-555-000-0000;LATAM Office;true
10682;Wagner-Grant;APAC;Forklifts;5056.63;USD;32;4.75;logistics;contact@wagnergrant.com;+1-555-000-0000;APAC Office;true
10683;Johnson, Parker and Barber;APAC;Conveyor Belts;15768.03;USD;32;2.85;logistics;contact@johnsonparkerandbarber.com;+1-555-000-0000;APAC Office;true
10684;Smith, Owens and Roberts;APAC;Forklifts;19966.29;USD;8;3.35;logistics;contact@smithowensandroberts.com;+1-555-000-0000;APAC Office;true
10685;Murphy, Gutierrez and Casey;MEA;Shipping Containers;674.38;USD;32;4.05;logistics;contact@murphygutierrezandcasey.com;+1-555-000-0000;MEA Office;true
10686;Dillon-Nguyen;MEA;Forklifts;1188.38;USD;6;4.85;logistics;contact@dillonnguyen.com;+1-555-000-0000;MEA Office;true
10687;Miller-Huerta;NA;Shipping Containers;6027.24;USD;15;3.25;logistics;contact@millerhuerta.com;+1-555-000-0000;NA Office;true
10688;Garner, Evans and Barnes;LATAM;Shipping Containers;6280.15;USD;34;2.75;logistics;contact@garnerevansandbarnes.com;+1-555-000-0000;LATAM Office;true
10689;Butler-Curtis;LATAM;Barcode Scanners;18247.56;USD;21;4.95;logistics;contact@butlercurtis.com;+1-555-000-0000;LATAM Office;true
10690;Roy-Watson;APAC;Barcode Scanners;11573.82;USD;12;3.75;logistics;contact@roywatson.com;+1-555-000-0000;APAC Office;true
10691;Reeves, Allen and Douglas;NA;Barcode Scanners;19149.58;USD;31;3.35;logistics;contact@reevesallenanddouglas.com;+1-555-000-0000;NA Office;true
10692;Buchanan Inc;MEA;Forklifts;11137.37;USD;40;2.65;logistics;contact@buchananinc.com;+1-555-000-0000;MEA Office;true
10693;Edwards, Cardenas and Johnson;EU;Conveyor Belts;3629.63;USD;22;3.45;logistics;contact@edwardscardenasandjohnson.com;+1-555-000-0000;EU Office;true
10694;Martin, Carter and Mendoza;EU;Pallet Jacks;19804.52;USD;33;3.55;logistics;contact@martincarterandmendoza.com;+1-555-000-0000;EU Office;true
10695;Adams, Juarez and Holden;EU;Barcode Scanners;3918.53;USD;25;4.45;logistics;contact@adamsjuarezandholden.com;+1-555-000-0000;EU Office;true
10696;Gomez, Vincent and Burns;APAC;Barcode Scanners;4656.45;USD;28;4.45;logistics;contact@gomezvincentandburns.com;+1-555-000-0000;APAC Office;true
10697;Patterson, Simmons and Miller;EU;Shipping Containers;19446.83;USD;27;3.75;logistics;contact@pattersonsimmonsandmiller.com;+1-555-000-0000;EU Office;true
10698;Turner Inc;MEA;Conveyor Belts;7957.89;USD;35;4.15;logistics;contact@turnerinc.com;+1-555-000-0000;MEA Office;true
10699;Sparks-Clark;LATAM;Conveyor Belts;2751.39;USD;27;3.45;logistics;contact@sparksclark.com;+1-555-000-0000;LATAM Office;true
10700;Davis, Cook and Dunn;NA;Shipping Containers;15006;USD;24;3.95;logistics;contact@daviscookanddunn.com;+1-555-000-0000;NA Office;true
10701;Walton-Malone;APAC;Conveyor Belts;13232.17;USD;27;3.75;logistics;contact@waltonmalone.com;+1-555-000-0000;APAC Office;true
10702;Compton Group;NA;Pallet Jacks;11317.65;USD;16;4.45;logistics;contact@comptongroup.com;+1-555-000-0000;NA Office;true
10703;Silva Group;EU;Pallet Jacks;18392.41;USD;19;2.95;logistics;contact@silvagroup.com;+1-555-000-0000;EU Office;true
10704;Fitzgerald and Sons;APAC;Conveyor Belts;14553.26;USD;36;3.55;logistics;contact@fitzgeraldandsons.com;+1-555-000-0000;APAC Office;true
10705;Barrett PLC;LATAM;Conveyor Belts;2496.74;USD;8;3.65;logistics;contact@barrettplc.com;+1-555-000-0000;LATAM Office;true
10706;Gonzalez-Soto;MEA;Forklifts;3366.25;USD;24;3.45;logistics;contact@gonzalezsoto.com;+1-555-000-0000;MEA Office;true
10707;Johnson, Harrell and Jackson;EU;Conveyor Belts;1102.69;USD;15;2.65;logistics;contact@johnsonharrellandjackson.com;+1-555-000-0000;EU Office;true
10708;Bush, Park and Lewis;APAC;Shipping Containers;1446.99;USD;39;3.55;logistics;contact@bushparkandlewis.com;+1-555-000-0000;APAC Office;true
10709;Wilson Group;APAC;Barcode Scanners;14931.26;USD;22;4.15;logistics;contact@wilsongroup.com;+1-555-000-0000;APAC Office;true
10710;Santos-Gomez;APAC;Conveyor Belts;1940.18;USD;9;4.65;logistics;contact@santosgomez.com;+1-555-000-0000;APAC Office;true
10711;Lee-Hess;LATAM;Forklifts;744.3;USD;39;2.65;logistics;contact@leehess.com;+1-555-000-0000;LATAM Office;true
10712;Perkins and Sons;APAC;Pallet Jacks;2401.94;USD;40;4.15;logistics;contact@perkinsandsons.com;+1-555-000-0000;APAC Office;true
10713;Sharp and Sons;EU;Forklifts;13116.53;USD;37;3.15;logistics;contact@sharpandsons.com;+1-555-000-0000;EU Office;true
10714;Dougherty Inc;LATAM;Pallet Jacks;16682.57;USD;12;3.05;logistics;contact@doughertyinc.com;+1-555-000-0000;LATAM Office;true
10715;Reid Group;APAC;Pallet Jacks;17170.52;USD;15;3.85;logistics;contact@reidgroup.com;+1-555-000-0000;APAC Office;true
10716;Tran, Schmidt and Lynch;EU;Barcode Scanners;14273.95;USD;38;4.05;logistics;contact@transchmidtandlynch.com;+1-555-000-0000;EU Office;true
10717;Smith Group;APAC;Pallet Jacks;1580.51;USD;17;3.55;logistics;contact@smithgroup.com;+1-555-000-0000;APAC Office;true
10718;Johnson-Norris;NA;Conveyor Belts;3542.65;USD;33;3.75;logistics;contact@johnsonnorris.com;+1-555-000-0000;NA Office;true
10719;Castillo and Sons;NA;Pallet Jacks;10118.72;USD;40;2.95;logistics;contact@castilloandsons.com;+1-555-000-0000;NA Office;true
10720;Golden-Porter;MEA;Conveyor Belts;12843.74;USD;22;3.65;logistics;contact@goldenporter.com;+1-555-000-0000;MEA Office;true
10721;Bowers-Brewer;LATAM;Pallet Jacks;8554.29;USD;17;4.15;logistics;contact@bowersbrewer.com;+1-555-000-0000;LATAM Office;true
10722;Solis PLC;APAC;Pallet Jacks;969.73;USD;11;2.85;logistics;contact@solisplc.com;+1-555-000-0000;APAC Office;true
10723;Obrien, Mcdaniel and Rich;EU;Barcode Scanners;2595.72;USD;5;3.35;logistics;contact@obrienmcdanielandrich.com;+1-555-000-0000;EU Office;true
10724;Robinson Group;NA;Shipping Containers;9988.08;USD;18;4.05;logistics;contact@robinsongroup.com;+1-555-000-0000;NA Office;true
10725;Hanson-Martinez;APAC;Shipping Containers;3384.99;USD;28;3.45;logistics;contact@hansonmartinez.com;+1-555-000-0000;APAC Office;true
10726;Wilson, Trujillo and Craig;APAC;Pallet Jacks;19033.59;USD;39;4.05;logistics;contact@wilsontrujilloandcraig.com;+1-555-000-0000;APAC Office;true
10727;Orr-Martin;LATAM;Pallet Jacks;12527.99;USD;31;2.55;logistics;contact@orrmartin.com;+1-555-000-0000;LATAM Office;true
10728;Spence, Tate and Roberts;LATAM;Forklifts;12822.07;USD;25;3.45;logistics;contact@spencetateandroberts.com;+1-555-000-0000;LATAM Office;true
10729;White-Malone;NA;Shipping Containers;5465.17;USD;8;2.75;logistics;contact@whitemalone.com;+1-555-000-0000;NA Office;true
10730;Wilson PLC;LATAM;Forklifts;12434.29;USD;5;2.85;logistics;contact@wilsonplc.com;+1-555-000-0000;LATAM Office;true
10731;Vaughan, Smith and Curry;MEA;Pallet Jacks;11383.32;USD;19;3.05;logistics;contact@vaughansmithandcurry.com;+1-555-000-0000;MEA Office;true
10732;Ingram PLC;LATAM;Conveyor Belts;11216.11;USD;23;2.85;logistics;contact@ingramplc.com;+1-555-000-0000;LATAM Office;true
10733;Jones-Drake;LATAM;Barcode Scanners;383.99;USD;37;4.45;logistics;contact@jonesdrake.com;+1-555-000-0000;LATAM Office;true
10734;Cuevas, Matthews and Johnson;MEA;Conveyor Belts;576.76;USD;13;2.95;logistics;contact@cuevasmatthewsandjohnson.com;+1-555-000-0000;MEA Office;true
10735;Noble, Deleon and Harris;EU;Conveyor Belts;19251.08;USD;32;3.35;logistics;contact@nobledeleonandharris.com;+1-555-000-0000;EU Office;true
10736;Becker-Rodriguez;EU;Shipping Containers;16960.81;USD;30;4.25;logistics;contact@beckerrodriguez.com;+1-555-000-0000;EU Office;true
10737;Quinn-Dalton;APAC;Shipping Containers;3438.28;USD;31;3.85;logistics;contact@quinndalton.com;+1-555-000-0000;APAC Office;true
10738;Smith Ltd;MEA;Barcode Scanners;14370.87;USD;25;3.45;logistics;contact@smithltd.com;+1-555-000-0000;MEA Office;true
10739;Rodriguez, Acevedo and Barber;MEA;Forklifts;11744.76;USD;20;3.95;logistics;contact@rodriguezacevedoandbarber.com;+1-555-000-0000;MEA Office;true
10740;Malone, Robbins and Walker;EU;Pallet Jacks;12181.74;USD;6;4.35;logistics;contact@malonerobbinsandwalker.com;+1-555-000-0000;EU Office;true
10741;Williams Group;LATAM;Forklifts;16695.63;USD;18;3.45;logistics;contact@williamsgroup.com;+1-555-000-0000;LATAM Office;true
10742;Mueller-Orozco;APAC;Barcode Scanners;2505.6;USD;36;4.25;logistics;contact@muellerorozco.com;+1-555-000-0000;APAC Office;true
10743;Koch-Torres;EU;Forklifts;2503.03;USD;37;2.55;logistics;contact@kochtorres.com;+1-555-000-0000;EU Office;true
10744;Moore Group;EU;Shipping Containers;15332.98;USD;12;3.05;logistics;contact@mooregroup.com;+1-555-000-0000;EU Office;true
10745;Taylor-Powell;NA;Shipping Containers;15405.87;USD;5;4.45;logistics;contact@taylorpowell.com;+1-555-000-0000;NA Office;true
10746;Fields Inc;EU;Shipping Containers;1929.87;USD;32;4.85;logistics;contact@fieldsinc.com;+1-555-000-0000;EU Office;true
10747;Meyer, Ellis and Johnson;MEA;Shipping Containers;19458.22;USD;30;4.95;logistics;contact@meyerellisandjohnson.com;+1-555-000-0000;MEA Office;true
10748;Lopez, Holt and Hobbs;LATAM;Conveyor Belts;8205.47;USD;27;2.65;logistics;contact@lopezholtandhobbs.com;+1-555-000-0000;LATAM Office;true
10749;Burns and Sons;APAC;Barcode Scanners;12955.19;USD;10;2.95;logistics;contact@burnsandsons.com;+1-555-000-0000;APAC Office;true
10750;Roach LLC;MEA;Conveyor Belts;2045.61;USD;9;5.05;logistics;contact@roachllc.com;+1-555-000-0000;MEA Office;true
10751;Boyer-Nunez;NA;Barcode Scanners;10421.96;USD;18;4.15;logistics;contact@boyernunez.com;+1-555-000-0000;NA Office;true
10752;Baird, Carroll and Davidson;EU;Conveyor Belts;9549.07;USD;37;4.75;logistics;contact@bairdcarrollanddavidson.com;+1-555-000-0000;EU Office;true
10753;Wallace-Vargas;NA;Conveyor Belts;13347.67;USD;18;3.05;logistics;contact@wallacevargas.com;+1-555-000-0000;NA Office;true
10754;Barnes-Oliver;APAC;Conveyor Belts;4376.53;USD;9;4.25;logistics;contact@barnesoliver.com;+1-555-000-0000;APAC Office;true
10755;Anderson, Snyder and Washington;APAC;Pallet Jacks;5191.68;USD;21;2.65;logistics;contact@andersonsnyderandwashington.com;+1-555-000-0000;APAC Office;true
10756;Smith Group;APAC;Barcode Scanners;13832.14;USD;39;4.55;logistics;contact@smithgroup.com;+1-555-000-0000;APAC Office;true
10757;Norris-Ramirez;EU;Barcode Scanners;17455;USD;26;3.55;logistics;contact@norrisramirez.com;+1-555-000-0000;EU Office;true
10758;Hayes Inc;EU;Pallet Jacks;4601.06;USD;34;3.15;logistics;contact@hayesinc.com;+1-555-000-0000;EU Office;true
10759;Black PLC;NA;Conveyor Belts;3362.33;USD;14;2.95;logistics;contact@blackplc.com;+1-555-000-0000;NA Office;true
10760;Daniels-Henson;NA;Conveyor Belts;14091.11;USD;32;4.75;logistics;contact@danielshenson.com;+1-555-000-0000;NA Office;true
10761;Krause Ltd;MEA;Shipping Containers;12774.65;USD;30;4.15;logistics;contact@krauseltd.com;+1-555-000-0000;MEA Office;true
10762;Sims, Edwards and Scott;LATAM;Forklifts;14775.94;USD;24;4.05;logistics;contact@simsedwardsandscott.com;+1-555-000-0000;LATAM Office;true
10763;Zimmerman, Morgan and Walker;MEA;Conveyor Belts;2113.46;USD;29;2.75;logistics;contact@zimmermanmorganandwalker.com;+1-555-000-0000;MEA Office;true
10764;Jensen, Collins and Gonzalez;MEA;Barcode Scanners;2848.5;USD;10;3.35;logistics;contact@jensencollinsandgonzalez.com;+1-555-000-0000;MEA Office;true
10765;Ramirez PLC;LATAM;Pallet Jacks;314.6;USD;6;3.05;logistics;contact@ramirezplc.com;+1-555-000-0000;LATAM Office;true
10766;Miller-Young;APAC;Shipping Containers;656.31;USD;34;4.25;logistics;contact@milleryoung.com;+1-555-000-0000;APAC Office;true
10767;Lloyd, Gomez and Cox;LATAM;Pallet Jacks;9708.11;USD;5;4.65;logistics;contact@lloydgomezandcox.com;+1-555-000-0000;LATAM Office;true
10768;Dodson, Freeman and Ingram;EU;Forklifts;13904.25;USD;40;3.55;logistics;contact@dodsonfreemanandingram.com;+1-555-000-0000;EU Office;true
10769;Cobb-Williams;APAC;Barcode Scanners;6050.34;USD;24;4.65;logistics;contact@cobbwilliams.com;+1-555-000-0000;APAC Office;true
10770;Jordan, Norton and Carrillo;APAC;Conveyor Belts;1582.33;USD;22;4.25;logistics;contact@jordannortonandcarrillo.com;+1-555-000-0000;APAC Office;true
10771;Mclaughlin-Myers;NA;Barcode Scanners;9328.32;USD;18;2.75;logistics;contact@mclaughlinmyers.com;+1-555-000-0000;NA Office;true
10772;Gray LLC;EU;Forklifts;5953.38;USD;10;3.85;logistics;contact@grayllc.com;+1-555-000-0000;EU Office;true
10773;Rivera Inc;MEA;Conveyor Belts;12722.16;USD;34;3.65;logistics;contact@riverainc.com;+1-555-000-0000;MEA Office;true
10774;Sullivan-Choi;NA;Conveyor Belts;6834.91;USD;5;3.75;logistics;contact@sullivanchoi.com;+1-555-000-0000;NA Office;true
10775;Spears PLC;NA;Barcode Scanners;5915.92;USD;31;4.55;logistics;contact@spearsplc.com;+1-555-000-0000;NA Office;true
10776;Gomez and Sons;LATAM;Conveyor Belts;10196.15;USD;19;4.25;logistics;contact@gomezandsons.com;+1-555-000-0000;LATAM Office;true
10777;Gomez-Russell;MEA;Barcode Scanners;17183.92;USD;12;3.45;logistics;contact@gomezrussell.com;+1-555-000-0000;MEA Office;true
10778;Austin, Garrison and Roberts;APAC;Forklifts;9686.66;USD;29;2.65;logistics;contact@austingarrisonandroberts.com;+1-555-000-0000;APAC Office;true
10779;Martinez, Daugherty and Baldwin;APAC;Forklifts;14632.97;USD;13;3.85;logistics;contact@martinezdaughertyandbaldwin.com;+1-555-000-0000;APAC Office;true
10780;Harper, Potter and Wilson;APAC;Pallet Jacks;13632.91;USD;6;2.85;logistics;contact@harperpotterandwilson.com;+1-555-000-0000;APAC Office;true
10781;Le Inc;MEA;Forklifts;635.99;USD;14;3.15;logistics;contact@leinc.com;+1-555-000-0000;MEA Office;true
10782;Petersen, Brown and Patel;NA;Forklifts;1256.74;USD;16;3.05;logistics;contact@petersenbrownandpatel.com;+1-555-000-0000;NA Office;true
10783;Davis Ltd;EU;Conveyor Belts;18627.5;USD;36;4.25;logistics;contact@davisltd.com;+1-555-000-0000;EU Office;true
10784;Lester-Woods;NA;Shipping Containers;14868.78;USD;11;4.55;logistics;contact@lesterwoods.com;+1-555-000-0000;NA Office;true
10785;White Group;APAC;Conveyor Belts;4369.99;USD;11;3.55;logistics;contact@whitegroup.com;+1-555-000-0000;APAC Office;true
10786;Campbell-Reid;LATAM;Pallet Jacks;5629.28;USD;5;2.85;logistics;contact@campbellreid.com;+1-555-000-0000;LATAM Office;true
